40+ Percentage,Bathroom,Car,HouseMedian($),Landsize,Price,Rooms,Suburb,Type
12.58333333,1,1,657384,4051,520000,2,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,692000,2,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,670000,2,MELBOURNE,UNIT
12.58333333,1,1,657384,0,440000,1,MELBOURNE,UNIT
12.58333333,1,0,657384,0,436000,1,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,620000,2,MELBOURNE,UNIT
12.58333333,2,1,657384,0,733000,2,MELBOURNE,UNIT
12.58333333,2,1,657384,0,675000,2,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,375000,1,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,426000,2,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,1505000,3,MELBOURNE,UNIT
12.58333333,2,0,657384,95,1630000,3,MELBOURNE,HOUSE
12.58333333,1.283749587,1.522389702,657384,0,938000,3,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,357500,1,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,720000,2,MELBOURNE,UNIT
12.58333333,2,1,657384,0,760000,3,MELBOURNE,UNIT
12.58333333,1,1,657384,1136,360000,2,MELBOURNE,UNIT
12.58333333,1,1,657384,1751,390000,2,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,510000,1,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,607000,2,MELBOURNE,UNIT
12.58333333,1.283749587,1.522389702,657384,0,705000,3,MELBOURNE,UNIT
0,1,2,2250000,277,2350000,3,MIDDLE PARK,HOUSE
0,2,0,2250000,300,2956000,3,MIDDLE PARK,HOUSE
0,1,1,2250000,760,535000,2,MIDDLE PARK,UNIT
0,1,1,2250000,0,400000,1,MIDDLE PARK,UNIT
0,1.283749587,1.522389702,2250000,0,2227000,3,MIDDLE PARK,HOUSE
0,1,1,2250000,145,1690000,2,MIDDLE PARK,HOUSE
0,1,1,2250000,107,1020000,2,MIDDLE PARK,HOUSE
0,1,0,2250000,98,1515000,2,MIDDLE PARK,HOUSE
0,1,1,2250000,0,700000,2,MIDDLE PARK,UNIT
0,1,1,2250000,288,2360000,3,MIDDLE PARK,HOUSE
0,1,0,2250000,220,2005000,3,MIDDLE PARK,HOUSE
0,2,1,2250000,182,3120000,4,MIDDLE PARK,HOUSE
0,1,0,2250000,123,1025000,2,MIDDLE PARK,HOUSE
0,1,0,2250000,152,1920000,2,MIDDLE PARK,HOUSE
0,2,2,2250000,181,2623000,3,MIDDLE PARK,HOUSE
0,2,1,2250000,151,1500000,3,MIDDLE PARK,HOUSE
0,1,0,2250000,152,1630000,2,MIDDLE PARK,HOUSE
0,1,3,2250000,217,1910000,3,MIDDLE PARK,HOUSE
0,2,2,2160000,1388,2850000,4,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,1666000,4,MONT ALBERT,HOUSE
0,3,2,2160000,1149,2588000,3,MONT ALBERT,HOUSE
0,3,2,2160000,424,1955000,5,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,768000,2,MONT ALBERT,UNIT
0,4,2,2160000,355,1400000,5,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,1150000,2,MONT ALBERT,UNIT
0,1.283749587,1.522389702,2160000,0,1901000,3,MONT ALBERT,HOUSE
0,2,2,2160000,1053,2714000,5,MONT ALBERT,HOUSE
0,3,3,2160000,2026,2350000,6,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,2100000,4,MONT ALBERT,HOUSE
0,2,2,2160000,931,2200000,4,MONT ALBERT,HOUSE
0,2,2,2160000,330,1310000,3,MONT ALBERT,TOWNHOUSE
0,1,1,2160000,0,540000,2,MONT ALBERT,UNIT
0,1.283749587,1.522389702,2160000,0,1355000,3,MONT ALBERT,HOUSE
0,2,2,2160000,813,2335000,4,MONT ALBERT,HOUSE
0,2,1,2160000,626,2000000,4,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,625000,2,MONT ALBERT,UNIT
0,1,0,2160000,711,1815000,5,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,626000,2,MONT ALBERT,UNIT
0,2,2,2160000,0,725000,2,MONT ALBERT,UNIT
0,1.283749587,1.522389702,2160000,0,870000,3,MONT ALBERT,TOWNHOUSE
0,2,6,2160000,2187,3900000,4,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,1150000,3,MONT ALBERT,TOWNHOUSE
0,1,1,2160000,0,666000,2,MONT ALBERT,HOUSE
0,2,2,2160000,255,1200000,3,MONT ALBERT,TOWNHOUSE
0,1.283749587,1.522389702,2160000,0,2025000,4,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,1310000,4,MONT ALBERT,TOWNHOUSE
0,2,2,2160000,640,1564000,3,MONT ALBERT,HOUSE
0,1.283749587,1.522389702,2160000,0,1650000,3,MONT ALBERT,HOUSE
0,1,1,2160000,0,520000,2,MONT ALBERT,UNIT
0,2,2,1235000,0,670000,3,MOONEE PONDS,UNIT
0,2,3,1235000,668,1715000,4,MOONEE PONDS,HOUSE
0,2,2,1235000,0,1055000,3,MOONEE PONDS,HOUSE
0,3,2,1235000,615,1780000,4,MOONEE PONDS,HOUSE
0,3,2,1235000,912,2150000,6,MOONEE PONDS,HOUSE
0,1,1,1235000,584,1730000,5,MOONEE PONDS,HOUSE
0,1,1,1235000,388,1225000,4,MOONEE PONDS,HOUSE
0,3,2,1235000,384,1445000,4,MOONEE PONDS,HOUSE
0,1.283749587,1.522389702,1235000,0,1475000,3,MOONEE PONDS,UNIT
0,1,2,1235000,328,990000,3,MOONEE PONDS,HOUSE
0,2,2,1235000,597,1400000,3,MOONEE PONDS,HOUSE
0,2,3,1235000,477,1550000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,443,1170000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,571,1120000,4,MOONEE PONDS,HOUSE
0,1,1,1235000,206,675000,2,MOONEE PONDS,UNIT
0,2,2,1235000,315,880000,3,MOONEE PONDS,HOUSE
0,2,2,1235000,447,1350000,4,MOONEE PONDS,HOUSE
0,2,2,1235000,214,832000,3,MOONEE PONDS,HOUSE
0,4,2,1235000,636,2400000,4,MOONEE PONDS,HOUSE
0,2,1,1235000,0,565000,3,MOONEE PONDS,UNIT
0,1,1,1235000,0,550000,2,MOONEE PONDS,UNIT
0,1,3,1235000,477,1211000,4,MOONEE PONDS,HOUSE
0,2,1,1235000,0,2405000,5,MOONEE PONDS,HOUSE
0,2,0,1235000,408,1630000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,449,1160000,3,MOONEE PONDS,HOUSE
0,1,2,1235000,453,1361500,4,MOONEE PONDS,HOUSE
0,1,0,1235000,225,945000,2,MOONEE PONDS,HOUSE
0,1,1,1235000,0,360000,1,MOONEE PONDS,UNIT
0,1,1,1235000,301,860000,2,MOONEE PONDS,HOUSE
0,2,1,1235000,253,1260000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,1981,515000,2,MOONEE PONDS,TOWNHOUSE
0,1,2,1235000,572,1100000,3,MOONEE PONDS,HOUSE
0,2,2,1235000,478,1145000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,549,1322000,4,MOONEE PONDS,HOUSE
0,1,1,1235000,228,1015000,2,MOONEE PONDS,HOUSE
0,1,1,1235000,0,750000,2,MOONEE PONDS,HOUSE
0,1,0,1235000,307,840000,3,MOONEE PONDS,HOUSE
0,1.283749587,1.522389702,1235000,0,465000,1,MOONEE PONDS,UNIT
0,3,2,1235000,646,1900000,5,MOONEE PONDS,HOUSE
0,2,1,1235000,213,890500,3,MOONEE PONDS,TOWNHOUSE
0,3,3,1235000,619,2340000,5,MOONEE PONDS,HOUSE
0,1,2,1235000,427,1370000,3,MOONEE PONDS,HOUSE
0,2,2,1235000,394,1400000,3,MOONEE PONDS,HOUSE
0,3,2,1235000,475,1310000,4,MOONEE PONDS,HOUSE
0,1,1,1235000,583,1833000,4,MOONEE PONDS,HOUSE
0,1,1,1235000,274,855000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,305,930000,3,MOONEE PONDS,HOUSE
0,2,1,1235000,435,1640000,4,MOONEE PONDS,HOUSE
0,1,2,1235000,436,1480000,3,MOONEE PONDS,HOUSE
0,1.283749587,1.522389702,1235000,0,902000,3,MOONEE PONDS,TOWNHOUSE
0,1,1,1235000,0,410000,2,MOONEE PONDS,UNIT
0,2,2,1235000,207,980000,5,MOONEE PONDS,TOWNHOUSE
0,1,1,1235000,292,1055000,2,MOONEE PONDS,HOUSE
0,1,1,1235000,0,440000,2,MOONEE PONDS,UNIT
0,1,3,1235000,633,1435000,3,MOONEE PONDS,HOUSE
0,2,1,1235000,627,1275000,4,MOONEE PONDS,HOUSE
0,1.283749587,1.522389702,1235000,0,1685000,1,MOONEE PONDS,UNIT
0,2,1,1235000,216,842500,3,MOONEE PONDS,TOWNHOUSE
0,2,2,1235000,313,1345000,4,MOONEE PONDS,HOUSE
0,1,1,1235000,0,265000,1,MOONEE PONDS,UNIT
0,1,1,1235000,345,849000,2,MOONEE PONDS,HOUSE
0,2,1,1235000,310,1345000,3,MOONEE PONDS,TOWNHOUSE
0,2,1,1235000,67,726000,4,MOONEE PONDS,TOWNHOUSE
0,2,1,1235000,283,1250000,3,MOONEE PONDS,HOUSE
0,2,2,1235000,156,870000,3,MOONEE PONDS,TOWNHOUSE
0,1.283749587,1.522389702,1235000,0,1390000,3,MOONEE PONDS,HOUSE
0,2,3,1235000,596,1725000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,0,415000,1,MOONEE PONDS,UNIT
0,1.283749587,1.522389702,1235000,0,780000,2,MOONEE PONDS,HOUSE
0,1.283749587,1.522389702,1235000,0,670000,2,MOONEE PONDS,TOWNHOUSE
0,1,1,1235000,0,650000,3,MOONEE PONDS,UNIT
0,1,1,1235000,166,600000,2,MOONEE PONDS,UNIT
0,2,2,1235000,441,1505000,4,MOONEE PONDS,HOUSE
0,2,1,1235000,271,850000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,0,292000,1,MOONEE PONDS,UNIT
0,1,2,1235000,435,956000,2,MOONEE PONDS,HOUSE
0,1.283749587,1.522389702,1235000,0,961000,3,MOONEE PONDS,HOUSE
0,1,2,1235000,739,1740000,5,MOONEE PONDS,HOUSE
0,1,1,1235000,0,470000,2,MOONEE PONDS,UNIT
0,2,2,1235000,217,1130000,3,MOONEE PONDS,TOWNHOUSE
0,1,1,1235000,0,831000,2,MOONEE PONDS,HOUSE
0,3,1,1235000,325,930000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,207,800000,3,MOONEE PONDS,HOUSE
0,1,2,1235000,502,1111000,3,MOONEE PONDS,HOUSE
0,1,1,1235000,339,900000,2,MOONEE PONDS,HOUSE
0,2,2,1235000,595,1400000,4,MOONEE PONDS,HOUSE
0,1,1,1235000,0,336000,1,MOONEE PONDS,UNIT
0,2,2,1235000,239,800000,2,MOONEE PONDS,TOWNHOUSE
0,1,3,1025000,834,1224000,3,MOORABBIN,HOUSE
0,1,3,1025000,771,1020000,3,MOORABBIN,HOUSE
0,2,2,1025000,573,1000000,3,MOORABBIN,HOUSE
0,1,1,1025000,106,380500,1,MOORABBIN,UNIT
0,3,2,1025000,443,930000,4,MOORABBIN,HOUSE
0,2,2,1025000,784,1090000,3,MOORABBIN,HOUSE
0,1,4,1025000,695,836000,3,MOORABBIN,HOUSE
0,2,2,1025000,653,1417250,3,MOORABBIN,HOUSE
0,1,2,1025000,623,980000,3,MOORABBIN,HOUSE
0,1.283749587,1.522389702,1025000,0,1135000,4,MOORABBIN,TOWNHOUSE
0,1,4,1025000,690,1110000,3,MOORABBIN,HOUSE
0,1.283749587,1.522389702,1025000,0,750000,3,MOORABBIN,HOUSE
0,2,1,1025000,164,750000,3,MOORABBIN,TOWNHOUSE
0,1.283749587,1.522389702,1025000,0,490500,2,MOORABBIN,UNIT
0,1,2,1025000,313,931000,3,MOORABBIN,UNIT
0,3,4,1025000,581,1000000,4,MOORABBIN,HOUSE
0,1,1,1025000,1202,655000,2,MOORABBIN,UNIT
0,2,1,1025000,696,1200000,4,MOORABBIN,HOUSE
0,1,1,1025000,603,987000,3,MOORABBIN,HOUSE
0,2,1,1025000,534,937000,3,MOORABBIN,HOUSE
0,2,1,1025000,720,1426000,4,MOORABBIN,HOUSE
0,3,2,1025000,272,1016000,4,MOORABBIN,HOUSE
0,1.283749587,1.522389702,1025000,0,905000,3,MOORABBIN,TOWNHOUSE
0,1.283749587,1.522389702,1025000,0,1035000,3,MOORABBIN,UNIT
0,2,2,1025000,169,785000,3,MOORABBIN,TOWNHOUSE
0,2,3,1025000,558,901000,3,MOORABBIN,HOUSE
0,1,2,1025000,576,975000,3,MOORABBIN,HOUSE
0,2,1,1025000,603,1070000,4,MOORABBIN,HOUSE
0,1,1,1025000,83,639000,2,MOORABBIN,UNIT
0,1,1,1025000,593,960000,3,MOORABBIN,HOUSE
0,2,1,1025000,374,725000,3,MOORABBIN,HOUSE
0,1,2,1025000,601,981000,3,MOORABBIN,HOUSE
0,1.283749587,1.522389702,1025000,0,985000,3,MOORABBIN,UNIT
0,1,2,1025000,650,975000,3,MOORABBIN,HOUSE
0,1.283749587,1.522389702,1025000,0,1035000,4,MOORABBIN,HOUSE
0,1.283749587,1.522389702,1025000,0,805000,3,MOORABBIN,TOWNHOUSE
0,1.283749587,1.522389702,1025000,0,460000,2,MOORABBIN,UNIT
0,2,2,1025000,261,800000,3,MOORABBIN,HOUSE
0,1,2,1025000,592,921000,4,MOORABBIN,HOUSE
0,2,2,1025000,472,917000,3,MOORABBIN,TOWNHOUSE
0,2,1,1025000,1660,1008000,3,MOORABBIN,HOUSE
0,1,2,1025000,638,1130000,4,MOORABBIN,HOUSE
0,1,1,1025000,209,776000,2,MOORABBIN,HOUSE
0,1,2,1025000,688,1035000,4,MOORABBIN,HOUSE
0,1,1,1025000,653,920000,3,MOORABBIN,HOUSE
0,1,2,1025000,538,825000,3,MOORABBIN,HOUSE
0,2,2,1025000,220,1105000,4,MOORABBIN,TOWNHOUSE
3.9,2,2,1030000,301,1025000,3,NEWPORT,HOUSE
3.9,2,2,1030000,194,900000,3,NEWPORT,HOUSE
3.9,1.283749587,1.522389702,1030000,0,930000,3,NEWPORT,HOUSE
3.9,2,2,1030000,283,962000,3,NEWPORT,TOWNHOUSE
3.9,1,1,1030000,244,800000,2,NEWPORT,HOUSE
3.9,1.283749587,1.522389702,1030000,0,862000,3,NEWPORT,TOWNHOUSE
3.9,1.283749587,1.522389702,1030000,0,863000,3,NEWPORT,TOWNHOUSE
3.9,1.283749587,1.522389702,1030000,0,850000,3,NEWPORT,UNIT
3.9,2,2,1030000,0,785000,3,NEWPORT,HOUSE
3.9,1.283749587,1.522389702,1030000,0,760000,3,NEWPORT,UNIT
3.9,1,2,1030000,329,710000,4,NEWPORT,HOUSE
3.9,2,2,1030000,296,920000,3,NEWPORT,HOUSE
3.9,2,1,1030000,379,940000,4,NEWPORT,HOUSE
3.9,2,1,1030000,178,655800,3,NEWPORT,HOUSE
3.9,3,2,1030000,233,1082000,4,NEWPORT,HOUSE
3.9,1,1,1030000,546,1210000,3,NEWPORT,HOUSE
3.9,1,1,1030000,557,880000,3,NEWPORT,HOUSE
3.9,1.283749587,1.522389702,1030000,0,1340000,4,NEWPORT,HOUSE
3.9,1,1,1030000,0,335000,1,NEWPORT,UNIT
3.9,1,3,1030000,757,1260000,4,NEWPORT,HOUSE
3.9,1,2,1030000,316,995000,3,NEWPORT,HOUSE
3.9,1,4,1030000,766,1380000,4,NEWPORT,HOUSE
3.9,1,1,1030000,185,785000,3,NEWPORT,HOUSE
3.9,1.283749587,1.522389702,1030000,0,810000,3,NEWPORT,HOUSE
3.9,1.283749587,1.522389702,1030000,0,595000,3,NEWPORT,TOWNHOUSE
3.9,1,1,1030000,402,962000,2,NEWPORT,HOUSE
3.9,1,1,1030000,307,930000,3,NEWPORT,HOUSE
3.9,2,1,1030000,0,800000,3,NEWPORT,HOUSE
3.9,1,0,1030000,357,1305000,3,NEWPORT,HOUSE
3.9,1,4,1030000,600,1060000,3,NEWPORT,HOUSE
3.9,2,1,1030000,224,950000,3,NEWPORT,HOUSE
3.9,1,1,1030000,264,910000,2,NEWPORT,HOUSE
3.9,1,1,1030000,390,810000,3,NEWPORT,HOUSE
3.9,1,3,1030000,363,776000,3,NEWPORT,HOUSE
3.9,1,3,1030000,647,807500,3,NEWPORT,HOUSE
3.9,1,3,1030000,574,1120000,2,NEWPORT,HOUSE
3.9,2,2,1030000,281,950000,3,NEWPORT,HOUSE
3.9,3,1,1030000,425,1620000,4,NEWPORT,HOUSE
3.9,1,0,1030000,221,923000,3,NEWPORT,HOUSE
3.9,1,2,1030000,470,1030000,2,NEWPORT,HOUSE
3.9,1,2,1030000,268,716000,3,NEWPORT,HOUSE
3.9,2,1,1030000,213,740000,2,NEWPORT,HOUSE
3.9,1,1,1030000,619,970000,4,NEWPORT,HOUSE
3.9,1,2,1030000,451,762000,2,NEWPORT,HOUSE
3.9,2,1,1030000,458,1280000,4,NEWPORT,HOUSE
3.9,2,2,1030000,299,1040000,4,NEWPORT,HOUSE
3.9,1,0,1030000,301,922000,2,NEWPORT,HOUSE
3.9,3,2,1030000,803,2415000,5,NEWPORT,HOUSE
3.9,1,1,1030000,0,1115000,4,NEWPORT,HOUSE
3.9,2,2,1030000,575,1675000,3,NEWPORT,HOUSE
3.9,1,2,1030000,767,1176000,3,NEWPORT,HOUSE
3.9,2,2,1030000,774,1265000,4,NEWPORT,HOUSE
3.9,1,1,1030000,343,801000,2,NEWPORT,HOUSE
3.9,1,2,1030000,771,1185000,3,NEWPORT,HOUSE
3.9,2,2,1030000,224,770000,3,NEWPORT,TOWNHOUSE
3.9,2,0,1030000,288,1200000,3,NEWPORT,HOUSE
3.9,2,2,1030000,348,993000,3,NEWPORT,HOUSE
3.9,1,1,1030000,557,901000,3,NEWPORT,HOUSE
3.9,1,0,1030000,344,891500,3,NEWPORT,HOUSE
3.9,2,2,1030000,757,3420000,4,NEWPORT,HOUSE
3.9,1.283749587,1.522389702,1030000,0,560000,2,NEWPORT,UNIT
3.9,1,1,1030000,229,680000,2,NEWPORT,HOUSE
3.9,1,1,1030000,144,793000,2,NEWPORT,HOUSE
3.9,1,1,1030000,450,988000,3,NEWPORT,HOUSE
3.9,2,2,1030000,753,747000,3,NEWPORT,TOWNHOUSE
3.9,1,0,1030000,168,890000,2,NEWPORT,HOUSE
3.9,1.283749587,1.522389702,1030000,0,726000,3,NEWPORT,TOWNHOUSE
3.9,2,1,1030000,293,1100000,3,NEWPORT,HOUSE
3.9,2,4,1030000,1017,2015000,5,NEWPORT,HOUSE
3.9,3,3,1030000,278,930000,4,NEWPORT,TOWNHOUSE
3.9,1,5,1030000,571,1151000,3,NEWPORT,HOUSE
3.9,2,2,1030000,753,820000,4,NEWPORT,TOWNHOUSE
3.9,1,1,1030000,190,670000,2,NEWPORT,UNIT
3.9,1,2,1030000,595,1040000,3,NEWPORT,HOUSE
3.9,1,1,1030000,315,816000,2,NEWPORT,HOUSE
3.9,2,1,1030000,487,945000,3,NEWPORT,HOUSE
3.9,1,0,1030000,129,643700,1,NEWPORT,HOUSE
3.9,1,2,1030000,255,760000,2,NEWPORT,HOUSE
3.9,2,4,1030000,663,881000,8,NEWPORT,HOUSE
3.9,2,2,1030000,360,900000,3,NEWPORT,HOUSE
2.2,3,2,1155000,303,830000,3,NIDDRIE,TOWNHOUSE
2.2,1.283749587,1.522389702,1155000,0,1065000,4,NIDDRIE,TOWNHOUSE
2.2,2,2,1155000,274,780000,3,NIDDRIE,HOUSE
2.2,1,2,1155000,650,1020000,3,NIDDRIE,HOUSE
2.2,2,2,1155000,650,1126000,4,NIDDRIE,HOUSE
2.2,2,1,1155000,0,1235000,3,NIDDRIE,HOUSE
2.2,2,1,1155000,217,660000,2,NIDDRIE,UNIT
2.2,1.283749587,1.522389702,1155000,0,661000,3,NIDDRIE,TOWNHOUSE
2.2,2,1,1155000,313,770000,3,NIDDRIE,TOWNHOUSE
2.2,2,2,1155000,347,895500,3,NIDDRIE,HOUSE
2.2,3,2,1155000,747,1350000,4,NIDDRIE,HOUSE
2.2,2,1,1155000,229,820000,3,NIDDRIE,TOWNHOUSE
2.2,1.283749587,1.522389702,1155000,0,615000,3,NIDDRIE,TOWNHOUSE
2.2,1,1,1155000,237,617500,2,NIDDRIE,TOWNHOUSE
2.2,1.283749587,1.522389702,1155000,0,672000,2,NIDDRIE,TOWNHOUSE
2.2,2,1,1155000,0,800000,3,NIDDRIE,UNIT
2.2,1.283749587,1.522389702,1155000,0,676000,3,NIDDRIE,TOWNHOUSE
2.2,1,1,1155000,716,991000,3,NIDDRIE,HOUSE
2.2,1.283749587,1.522389702,1155000,0,610000,2,NIDDRIE,TOWNHOUSE
2.2,2,1,1155000,320,970000,3,NIDDRIE,UNIT
2.2,1.283749587,1.522389702,1155000,0,590000,2,NIDDRIE,TOWNHOUSE
2.2,2,1,1155000,317,710000,3,NIDDRIE,HOUSE
2.2,1,2,1155000,603,840000,3,NIDDRIE,HOUSE
2.2,1,1,1155000,822,975000,3,NIDDRIE,HOUSE
2.2,2,1,1155000,164,600000,3,NIDDRIE,UNIT
2.2,3,1,1155000,321,875000,4,NIDDRIE,HOUSE
2.2,1,2,1155000,620,785000,3,NIDDRIE,HOUSE
2.2,1.283749587,1.522389702,1155000,0,895000,4,NIDDRIE,TOWNHOUSE
2.2,2,2,1155000,374,840000,3,NIDDRIE,TOWNHOUSE
2.2,1,1,1155000,654,1076000,3,NIDDRIE,HOUSE
2.2,3,2,1155000,641,850000,4,NIDDRIE,HOUSE
2.2,2,2,1155000,650,1400000,5,NIDDRIE,HOUSE
2.2,3,2,1155000,539,1080000,4,NIDDRIE,HOUSE
2.2,1,2,1155000,653,1065000,3,NIDDRIE,HOUSE
2.2,1.283749587,1.522389702,1155000,0,1291000,3,NIDDRIE,HOUSE
2.2,2,2,1155000,403,773000,3,NIDDRIE,HOUSE
2.2,1,1,1155000,202,700000,3,NIDDRIE,UNIT
2.2,2,1,1155000,198,760000,3,NIDDRIE,UNIT
2.2,1,2,1155000,650,1190000,2,NIDDRIE,HOUSE
2.2,1,1,1155000,643,1015000,3,NIDDRIE,HOUSE
2.2,1,0,1155000,656,875000,3,NIDDRIE,HOUSE
2.2,1,1,1155000,650,1020000,3,NIDDRIE,HOUSE
2.2,1,1,1155000,275,773000,3,NIDDRIE,UNIT
2.2,1,1,1155000,167,522500,2,NIDDRIE,UNIT
2.2,1.283749587,1.522389702,1155000,0,790000,4,NIDDRIE,TOWNHOUSE
2.2,1,1,1155000,655,1100000,3,NIDDRIE,HOUSE
2.2,1,1,1155000,646,1007000,2,NIDDRIE,HOUSE
2.2,3,3,1155000,0,1245000,4,NIDDRIE,HOUSE
2.2,2,3,1155000,653,1155000,3,NIDDRIE,HOUSE
2.2,3,2,1155000,424,1160000,4,NIDDRIE,HOUSE
2.2,1.283749587,1.522389702,1155000,0,740000,3,NIDDRIE,TOWNHOUSE
2.2,1.283749587,1.522389702,1155000,0,905000,3,NIDDRIE,TOWNHOUSE
2.2,1,1,1155000,643,1105000,3,NIDDRIE,HOUSE
2.2,1,1,1155000,645,960000,3,NIDDRIE,HOUSE
2.2,2,2,1155000,203,815000,3,NIDDRIE,UNIT
5.8,3,4,1200000,310,2920000,4,NORTH MELBOURNE,HOUSE
5.8,1,0,1200000,517,1635000,3,NORTH MELBOURNE,HOUSE
5.8,1,1,1200000,0,491000,1,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,0,340000,1,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,0,726000,2,NORTH MELBOURNE,UNIT
5.8,1,0,1200000,83,1340000,3,NORTH MELBOURNE,HOUSE
5.8,2,1,1200000,88,1105000,2,NORTH MELBOURNE,TOWNHOUSE
5.8,1,1,1200000,215,841000,2,NORTH MELBOURNE,TOWNHOUSE
5.8,1,1,1200000,0,585000,2,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,0,645000,2,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,1045,410000,1,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,0,475000,2,NORTH MELBOURNE,UNIT
5.8,2,1,1200000,0,640000,2,NORTH MELBOURNE,UNIT
5.8,2,1,1200000,246,1330000,4,NORTH MELBOURNE,HOUSE
5.8,2,1,1200000,0,720000,2,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,0,888000,2,NORTH MELBOURNE,TOWNHOUSE
5.8,2,1,1200000,97,1325000,3,NORTH MELBOURNE,HOUSE
5.8,1,1,1200000,1588,450000,2,NORTH MELBOURNE,UNIT
5.8,2,0,1200000,118,1385000,3,NORTH MELBOURNE,HOUSE
5.8,2,1,1200000,584,990000,2,NORTH MELBOURNE,HOUSE
5.8,1,1,1200000,0,440000,2,NORTH MELBOURNE,UNIT
5.8,1,2,1200000,0,606000,2,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,0,450000,1,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,0,591500,2,NORTH MELBOURNE,UNIT
5.8,2,0,1200000,109,1010000,2,NORTH MELBOURNE,HOUSE
5.8,1,0,1200000,161,1266000,2,NORTH MELBOURNE,HOUSE
5.8,1,2,1200000,0,620000,2,NORTH MELBOURNE,UNIT
5.8,1.283749587,1.522389702,1200000,0,872000,3,NORTH MELBOURNE,TOWNHOUSE
5.8,1.283749587,1.522389702,1200000,0,700000,2,NORTH MELBOURNE,TOWNHOUSE
5.8,1.283749587,1.522389702,1200000,0,420000,1,NORTH MELBOURNE,UNIT
5.8,2,1,1200000,146,1200000,2,NORTH MELBOURNE,HOUSE
5.8,1.283749587,1.522389702,1200000,0,690000,2,NORTH MELBOURNE,HOUSE
5.8,1,1,1200000,2300,560000,2,NORTH MELBOURNE,UNIT
5.8,2,1,1200000,55,800000,2,NORTH MELBOURNE,HOUSE
5.8,2,1,1200000,0,665500,2,NORTH MELBOURNE,UNIT
5.8,1,2,1200000,1004,550055,2,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,649,358000,1,NORTH MELBOURNE,UNIT
5.8,1,1,1200000,0,320000,1,NORTH MELBOURNE,UNIT
5.8,2,1,1200000,61,1000000,3,NORTH MELBOURNE,TOWNHOUSE
5.8,1,1,1200000,0,598000,2,NORTH MELBOURNE,UNIT
5.8,2,1,1200000,0,950000,2,NORTH MELBOURNE,UNIT
5.8,2,1,1200000,64,1065000,3,NORTH MELBOURNE,TOWNHOUSE
5.8,1,1,1200000,0,587134,2,NORTH MELBOURNE,UNIT
9.4,1,1,1317500,245,1286000,2,NORTHCOTE,HOUSE
9.4,1,1,1317500,215,1200000,3,NORTHCOTE,HOUSE
9.4,2,2,1317500,286,1382500,3,NORTHCOTE,HOUSE
9.4,2,1,1317500,0,630000,2,NORTHCOTE,UNIT
9.4,2,1,1317500,267,1310000,3,NORTHCOTE,HOUSE
9.4,1,0,1317500,140,1035000,2,NORTHCOTE,HOUSE
9.4,2,4,1317500,613,1980000,3,NORTHCOTE,HOUSE
9.4,1,2,1317500,0,592000,2,NORTHCOTE,UNIT
9.4,1,1,1317500,247,1710000,3,NORTHCOTE,HOUSE
9.4,1,1,1317500,484,1590000,4,NORTHCOTE,HOUSE
9.4,1.283749587,1.522389702,1317500,0,905000,3,NORTHCOTE,HOUSE
9.4,2,2,1317500,772,2000000,6,NORTHCOTE,HOUSE
9.4,1.283749587,1.522389702,1317500,0,466000,2,NORTHCOTE,UNIT
